;respno;country;country_r5list;countrybyregion;urbrur;region;locationlevel1;locationlevel2;locationlevel3;locationlevel4;locationlevel5;townvill;eanumb;eanumb_ab;uniqueea;ea_svc_a;ea_svc_b;ea_svc_c;ea_svc_d;ea_fac_a;ea_fac_b;ea_fac_c;ea_fac_d;ea_fac_e;ea_fac_f;ea_fac_g;ea_sec_a;ea_sec_b;ea_sec_c;ea_sec_d;ea_sec_e;ea_road_a;ea_road_b;nocall_1;nocall_1other;nocall_2;nocall_2other;nocall_3;nocall_3other;nocall_4;nocall_4other;nocall_5;nocall_5other;nocall_6;nocall_7;prevint;thisint;adult_ct;calls;dateintr;strtime;q1;q2;q2other;q3;q4a;q4b;q5;q6;q7;q8a;q8b;q8c;q8d;q8e;q8f;q9;q10a;q10b;q11a;q11b;q12a;q12b;q12c;q12d;q12e;q13;q14;q15a;q15b;q15c;q16;q17;q18;q19a;q19b;q20a;q20b;q21;q22;q23a;q23b;q23c;q23d;q24a;q24b;q24c;q24d;q24e;q24f;q25a;q25b;q26a;q26b;q26c;q26d;q26e;q26f;q27a;q27b;q27c;q27d;q27e;q28a;q28b;q28c;q28d_arb;q29a;q29b;q29c;q29d;q29e;q29f;q29g;q30;q31;q32;q33;q34;q35;q36;q37;q38;q39;q39_arb_a;q39_arb_b;q39_arb_c;q39_arb_d;q40;q41;q42a;q42b;q42c;q43;q44;q45a;q45b;q45c;q45d;q45e;q46;q47a;q47b;q48a;q48b;q48c;q48d;q48e;q48f;q49;q50;q51a;q51b;q51c;q51d;q52a;q52b;q52c;q52d;q52e;q52f;q52g;q52h;q52i;q52j;q52k;q52l;q53a;q53b;q53c;q53d;q53e;q53f;q53g;q53h;q53i;q53j;q54;q55a;q55b;q55c;q55d;q55e;q55f;q55g;q55h;q55i;q55j;q55k;q55l;q56;q57a;q57b;q58;q58other;q59a;q59b;q60pt1;q60pt1other;q60pt2;q60pt2other;q60pt3;q60pt3other;q61a;q61b;q62;q63a;q63b;q63c;q63d;q64;q65a;q65b;q65c;q66a;q66b;q66c;q66d;q66e;q66f;q66g;q66h;q66i;q66j;q66k;q66l;q66m;q67a;q67b;q68a;q68b;q68c;q68d;q69a;q69b;q69c;q70a;q70b;q71a;q71b;q71bother;q72;q73a;q73b;q73c;q73d;q73e;q74a;q74aother;q74b;q74bother;q75a;q75b;q76;q77;q78;q79a;q79b;q80a;q80aother;q80b;q81a;q81b;q81c;q81d;q81e;q87;q87other;q88a;q88b;q89a;q89b;q89c;q89d;q89e;q90a;q90b;q90bother;q91a;q91b;q91c;q91d;q92a;q92b;q93a;q93b;q94;q95;q96a;q96b;q97;q98a;q98aother;q98b;q99;q99other;q100;endtime;length;q101;q102;q102other;q103;q103other;q104;q105;q106;q107a;q107b;q107c;q107d;q107e;q108;q110a;q110b;q110c;q110d;q110e;q110f;q112;q113;q114;q115;q116;q116other;q116a1;q116a1_other;q117;withinwt;combinwt;r1only;r2only;r3only;r4only;r5only;westafricaonly;eastafricaonly;southernafricaonly;northafricaonly;centralafricaonly;geoname_id;precision_code;place_name;latitude;longitude;location_type_code;geoname_adm_code;geoname_adm_name;location_class;geographic_exactness
47603;TUN0867;33;32;4;2;1584;Mahres;;;;;Chaffar;10;109;1214696;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;9997;;9997;;9997;;9997;;9997;;9997;9997;2;1;7;1;1-May-15;9:55:00 AM;24;5;;1;1;3;1;2;1;0;0;0;0;0;7;0;0;0;0;0;0;3;1;4;4;2;1;1;3;4;4;1;4;0;0;0;0;1;3;1;0;0;0;0;0;1;0;0;0;2;1;3;1;3;1;3;2;0;1;0;0;3;1;1;1;99;1;Respect other people's opinion;The good living;;10;5;9996;1;1;2;4;1;4;1;1;4;1;99;99;99;99;2;3;5;5;5;1;1;1;3;2;1;1;3;1;2;2;0;0;2;1;2;3;4;0;3;3;0;0;3;1;3;2;1;3;2;3;3;9;0;2;1;1;1;2;0;1;9;3;2;1;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;;0;0;1;;3;;9996;;2;1;1;1;1;1;2;1;4;1;6;2;1;1;3;1;1;2;3;1;1;1;3;4;2;1;99;99;99;99;2;2;0;4;1;2;0;;0;7;7;7;7;7;14;;9996;;3;2;4;4;4;0;1;1;;6;3;1;5;1;1;99;;99;99;3;3;2;3;2;0;9997;;0;1;0;1;4;4;1;1;5;3;7;2;4;18;;5;9999;;99;10:30:00 AM;35;1;4;;5;;1;8;4;0;0;0;0;0;0;1;1;1;1;1;1;TUN23;24;2;2;5;;48;;7;.99278516;.99000001;0;0;0;0;1;0;0;0;1;0;11204282;1;Chaffar;34.537319;10.57846;PPL;6295630|6255146|TN|32|11204282;Earth|Africa|Tunisia|Gouvernorat de Sfax|Chaffar;2;1
47604;TUN0868;33;32;4;2;1584;Mahres;;;;;Chaffar;10;109;1214696;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;;7;;9997;;9997;;9997;;9997;9997;2;1;5;1;1-May-15;10:02:00 AM;63;5;;1;1;1;1;1;1;2;0;4;0;4;5;0;0;0;0;0;0;4;0;0;0;0;0;4;4;4;1;1;5;0;0;0;0;1;4;0;0;0;0;0;0;1;1;0;0;1;2;3;9;9;9;2;2;0;0;0;1;0;4;4;4;99;3;;;;9999;9996;9996;9;1;1;2;4;3;1;5;4;1;99;99;99;99;9;9;5;5;5;1;4;3;3;3;3;3;2;0;0;9;1;0;0;9;0;3;1;3;3;3;0;3;2;2;0;2;3;2;1;3;3;3;3;9;3;2;9;0;0;0;9;9;9;3;7;7;4;0;1;0;7;7;7;7;4;0;7;7;7;7;;0;0;3;;4;;9996;;1;0;0;9;3;3;1;3;3;0;5;3;1;1;1;1;1;1;3;3;1;1;3;9;4;1;99;99;99;99;0;0;1;4;4;1;0;;1;3;0;1;1;3;2;;4;;3;3;4;4;9;9;9;2;;1;1;4;6;5;4;99;;99;99;3;3;3;3;3;1;9998;;0;1;1;1;1;0;1;1;2;0;7;2;0;18;;6;9997;;99;10:42:00 AM;40;1;4;;5;;1;8;5;0;0;0;0;0;1;1;1;1;1;1;1;TUN19;21;2;2;5;;48;;5;.99278516;.99000001;0;0;0;0;1;0;0;0;1;0;11204282;1;Chaffar;34.537319;10.57846;PPL;6295630|6255146|TN|32|11204282;Earth|Africa|Tunisia|Gouvernorat de Sfax|Chaffar;2;1
47605;TUN0869;33;32;4;2;1584;Mahres;;;;;Chaffar;10;109;1214696;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;;9997;;9997;;9997;;9997;;9997;9997;2;1;4;1;1-May-15;10:59:00 AM;27;5;;1;3;3;3;4;4;0;0;0;0;0;7;0;0;0;0;0;0;4;1;2;2;2;1;4;4;4;4;1;4;0;0;0;0;1;4;0;0;1;0;0;0;0;0;0;0;7;7;3;2;3;1;3;1;0;0;0;0;1;1;4;1;99;1;Freedom of expression;;;1;9996;9996;3;4;1;4;3;1;1;1;2;1;99;99;99;99;2;3;5;5;5;1;4;1;1;1;9;9;3;3;3;1;1;3;1;3;1;3;4;0;1;1;1;2;2;2;3;3;3;1;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;2;7;7;2;0;1;0;7;7;7;7;7;7;7;7;7;8;;1;1;26;;9996;;9996;;4;0;3;1;1;1;1;4;3;6;4;2;1;2;2;2;2;2;2;2;2;2;2;2;3;3;99;99;99;99;0;0;0;1;2;4;1;;0;7;7;7;7;7;0;;9996;;2;2;5;2;2;1;1;1;;1;0;5;5;1;2;99;;99;99;1;1;1;3;3;0;9997;;0;1;1;1;4;3;1;1;5;3;7;2;2;18;;4;1581;;99;11:32:00 AM;33;1;4;;5;;1;8;4;0;0;0;0;0;0;1;1;2;3;2;1;TUN07;24;1;2;5;;48;;7;.99278516;.99000001;0;0;0;0;1;0;0;0;1;0;11204282;1;Chaffar;34.537319;10.57846;PPL;6295630|6255146|TN|32|11204282;Earth|Africa|Tunisia|Gouvernorat de Sfax|Chaffar;2;1
47606;TUN0870;33;32;4;2;1584;Mahres;;;;;Chaffar;10;109;1214696;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;9997;;9997;;9997;;9997;;9997;;9997;9997;1;2;2;1;1-May-15;10:50:00 AM;38;2;;1;1;5;2;9;1;0;0;3;1;0;1;0;0;3;0;0;3;4;2;4;3;2;2;2;3;4;4;4;4;0;0;1;1;7;2;0;0;0;0;2;1;3;0;9;0;1;2;2;1;3;1;3;2;2;1;2;0;2;1;1;1;99;1;Rights;Freedom;Respect;1;1;10;2;2;1;4;1;4;1;1;4;1;99;99;99;99;2;1;5;5;5;1;5;3;2;9;9;9;3;0;3;0;9;2;3;0;0;1;1;2;3;3;0;0;9;0;0;0;0;1;1;3;0;9;2;3;2;3;3;3;3;3;9;0;3;1;4;0;4;0;2;0;4;0;2;0;4;0;7;7;7;7;;0;0;24;;9995;Mocking the work value;9995;Professional workers;1;0;8;1;1;1;1;5;1;2;6;1;1;1;3;1;1;1;1;2;1;1;3;1;1;1;99;99;99;99;3;3;3;3;9;5;1;;1;3;0;1;0;3;7;;14;;2;2;5;1;4;1;1;1583;Malaysia;3;1;1;3;2;1;99;;99;99;3;3;1;3;3;0;9997;;1;1;1;1;4;4;1;1;5;1;5;1;6;19;;6;9999;;8;12:42:00 PM;112;2;4;;2;French;1;8;1;0;0;0;0;0;0;1;1;1;1;1;1;TUN23;24;2;2;5;;48;;7;.99278516;.99000001;0;0;0;0;1;0;0;0;1;0;11204282;1;Chaffar;34.537319;10.57846;PPL;6295630|6255146|TN|32|11204282;Earth|Africa|Tunisia|Gouvernorat de Sfax|Chaffar;2;1
47607;TUN0871;33;32;4;2;1584;Mahres;;;;;Chaffar;10;109;1214696;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;;6;;9997;;9997;;9997;;9997;9997;1;2;3;1;1-May-15;11:26:00 AM;39;5;;1;4;2;1;5;4;0;2;0;0;2;1;0;1;0;0;0;0;0;1;0;0;0;1;4;4;4;4;3;4;0;0;1;1;5;2;0;0;0;0;0;0;0;0;0;0;7;7;3;2;1;2;3;3;1;0;1;1;0;1;4;4;99;3;;;;9999;9996;9996;2;4;1;3;3;4;3;2;3;1;99;99;99;99;2;3;2;2;2;3;3;2;2;1;2;1;2;2;1;2;1;1;2;3;0;3;2;0;2;2;1;3;2;3;1;1;3;3;0;3;1;1;1;1;0;1;1;2;1;2;1;1;1;2;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;;0;0;4;;3;;13;;2;0;3;1;1;1;2;4;5;2;1;2;1;1;1;1;2;2;3;3;2;1;2;3;2;2;99;99;99;99;3;2;1;3;4;4;2;;0;7;7;7;7;7;2;;16;;3;2;2;3;2;1;1;3;;3;2;2;6;5;4;99;;99;99;1;3;1;3;3;0;9997;;0;1;0;1;3;0;1;1;5;1;0;7;2;18;;3;9997;;99;12:13:00 PM;47;2;4;;5;;1;8;1;0;0;0;0;0;1;1;1;1;1;1;1;TUN19;21;2;2;5;;48;;5;.99278516;.99000001;0;0;0;0;1;0;0;0;1;0;11204282;1;Chaffar;34.537319;10.57846;PPL;6295630|6255146|TN|32|11204282;Earth|Africa|Tunisia|Gouvernorat de Sfax|Chaffar;2;1
47608;TUN0872;33;32;4;2;1584;Mahres;;;;;Chaffar;10;109;1214696;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;;9997;;9997;;9997;;9997;;9997;9997;2;1;3;1;1-May-15;11:27:00 AM;38;5;;1;2;2;1;5;2;2;3;2;1;4;6;0;4;3;0;0;4;4;0;2;2;0;0;4;4;4;3;3;1;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;7;7;2;3;3;2;3;1;0;1;1;1;0;1;4;1;99;3;;;;9999;9996;9996;1;2;3;4;1;4;3;2;1;1;99;99;99;99;2;2;4;5;4;3;3;2;2;0;9;2;1;2;2;3;1;2;2;2;1;2;4;3;2;3;1;3;3;2;1;2;3;0;3;3;3;1;1;1;1;1;1;0;1;1;1;1;1;4;7;7;3;2;1;0;4;0;7;7;3;0;0;7;7;7;;0;0;25;;24;;3;;3;0;1;1;1;1;1;2;4;3;4;3;3;1;1;1;3;3;3;3;2;2;3;2;3;2;99;99;99;99;2;1;9;3;4;4;1;;1;2;3;0;0;3;2;;16;;3;3;4;2;3;1;1;3;;3;3;4;4;4;4;99;;99;99;1;3;1;3;3;0;9997;;1;1;0;1;4;2;-1;1;4;1;3;2;2;18;;1;1580;;99;12:19:00 PM;52;1;4;;5;;1;8;1;0;1;0;0;0;2;2;3;2;2;2;2;TUN24;20;1;2;5;;48;;7;.99278516;.99000001;0;0;0;0;1;0;0;0;1;0;11204282;1;Chaffar;34.537319;10.57846;PPL;6295630|6255146|TN|32|11204282;Earth|Africa|Tunisia|Gouvernorat de Sfax|Chaffar;2;1
47609;TUN0873;33;32;4;1;1595;Kairouan Nord;;;;;El Jemâa Nord;22;110;1225840;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;1;0;3;;9997;;9997;;9997;;9997;;9997;9997;2;1;2;1;4-May-15;3:39:00 PM;55;5;;2;2;4;3;3;3;0;0;0;0;0;7;0;0;0;0;0;4;4;3;4;0;3;2;4;2;4;3;3;3;0;0;1;1;1;4;1;1;0;0;0;0;0;0;3;3;1;2;3;1;3;3;3;3;0;1;1;0;0;1;1;1;99;1;Security and safety;Freedom of work and expression;;4;1;9996;3;4;1;1;3;3;1;4;4;1;99;99;99;99;3;3;5;2;5;1;1;1;1;0;0;0;2;2;2;0;0;3;0;3;0;3;5;0;1;0;0;3;3;3;3;1;3;2;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;9;7;7;4;0;1;0;4;0;7;7;7;7;7;7;7;9999;;3;0;10;;9995;Phosphate;9996;;3;1;4;1;1;1;1;5;3;4;3;3;2;2;2;1;1;3;3;3;3;2;1;3;1;2;99;99;99;99;4;4;4;1;2;4;2;;0;7;7;7;7;7;0;;9996;;2;2;1;4;3;0;3;5;;6;3;1;3;4;7;99;;99;99;3;1;1;1;4;0;9997;;1;1;1;1;4;4;1;1;5;3;12;4;4;18;;6;9999;;1;4:31:00 PM;52;1;4;;5;;1;7;1;0;0;0;0;0;0;1;1;1;1;1;1;TUN26;24;2;2;5;;48;;8;.90367085;.89999998;0;0;0;0;1;0;0;0;1;0;11106863;3;Kairouan Nord;35.751862;10.09236;ADM2;6295630|6255146|TN|03|11106863;Earth|Africa|Tunisia|Gouvernorat de Kairouan|Kairouan Nord;1;1
47610;TUN0874;33;32;4;1;1595;Kairouan Nord;;;;;El Jemâa Nord;22;110;1225840;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;1;0;1;;1;;3;;9997;;9997;;9997;9997;1;2;2;1;4-May-15;3:42:00 PM;35;5;;1;2;4;4;3;4;0;0;0;0;0;7;0;1;0;0;0;4;3;0;4;4;2;1;3;4;3;3;4;1;0;0;3;3;0;3;0;0;0;0;0;0;0;0;2;0;1;2;3;1;2;1;3;2;0;1;0;0;0;2;1;2;99;1;Freedom of expression;right of election;Civilized behavior and system;1;3;12;3;4;1;1;1;3;1;1;4;1;99;99;99;99;2;3;5;5;4;1;1;2;1;1;2;1;2;2;1;2;0;2;2;2;0;3;2;0;2;2;0;1;2;1;1;1;1;1;1;2;1;2;2;1;2;2;2;2;1;1;0;0;2;2;2;0;3;0;2;0;3;0;7;7;7;7;7;7;7;8;;1;1;23;;14;;20;;2;0;3;1;1;1;1;4;3;2;2;2;2;1;1;1;1;2;2;3;3;2;2;4;2;2;99;99;99;99;1;0;1;1;3;4;1;;0;7;7;7;7;7;12;;17;;2;3;3;4;2;9;9;2;;3;3;2;2;4;3;99;;99;99;3;3;3;3;3;0;9997;;1;1;0;1;4;3;1;1;5;0;2;1;7;18;;6;9999;;1;4:25:00 PM;43;2;4;;5;;1;8;3;0;0;0;0;0;0;1;1;1;1;1;1;TUN06;24;1;2;5;;48;;5;.90367085;.89999998;0;0;0;0;1;0;0;0;1;0;11106863;3;Kairouan Nord;35.751862;10.09236;ADM2;6295630|6255146|TN|03|11106863;Earth|Africa|Tunisia|Gouvernorat de Kairouan|Kairouan Nord;1;1
47611;TUN0875;33;32;4;1;1595;Kairouan Nord;;;;;El Jemâa Nord;22;110;1225840;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;1;0;6;;3;;3;;1;;3;;3;9997;2;1;3;1;4-May-15;4:12:00 PM;19;5;;1;1;4;3;3;3;0;0;0;1;3;2;0;0;4;1;0;0;3;0;3;0;1;0;3;3;4;1;1;4;0;0;1;0;1;3;1;1;0;0;0;0;0;0;0;1;1;2;3;1;3;3;3;2;1;0;1;0;3;1;1;1;99;1;Freedom;Duties;;1;12;9996;2;2;1;1;1;1;3;1;4;1;99;99;99;99;2;3;4;4;2;2;3;2;2;2;2;2;2;2;2;1;1;0;2;0;1;1;4;3;2;2;0;1;1;1;0;1;0;1;1;1;1;3;1;2;1;2;2;2;1;1;1;1;2;1;7;7;2;0;2;0;7;7;7;7;7;7;7;7;7;11;;1;1;9995;Colonization;23;;3;;2;0;5;1;1;1;1;2;5;1;4;2;2;2;2;2;3;3;1;3;2;3;2;3;1;2;99;99;99;99;1;3;4;3;2;4;9995;the citizen should know his duties;0;7;7;7;7;7;17;;6;;3;2;3;4;3;1;1;2;;3;1;2;6;5;2;99;;99;99;1;4;1;1;4;0;9997;;1;1;1;1;3;3;3;1;2;0;1;7;4;18;;6;9999;;7;4:50:00 PM;38;1;4;;5;;1;8;4;0;0;0;0;0;0;1;1;1;1;1;1;TUN25;29;2;2;5;;48;;8;.90367085;.89999998;0;0;0;0;1;0;0;0;1;0;11106863;3;Kairouan Nord;35.751862;10.09236;ADM2;6295630|6255146|TN|03|11106863;Earth|Africa|Tunisia|Gouvernorat de Kairouan|Kairouan Nord;1;1
47612;TUN0876;33;32;4;1;1595;Kairouan Nord;;;;;El Jemâa Nord;22;110;1225840;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;1;0;3;;3;;9997;;9997;;9997;;9997;9997;1;2;6;1;4-May-15;3:50:00 PM;35;5;;1;2;2;2;4;2;0;0;0;0;0;7;0;0;0;0;0;0;0;0;4;4;2;1;3;4;4;2;1;1;0;0;1;1;2;1;0;0;0;0;0;0;1;0;0;0;1;2;2;2;2;1;3;1;2;0;0;0;0;4;1;5;99;1;Freedom of expression;Human rights;Freedom of election;1;1;3;3;3;1;1;4;4;1;3;1;1;99;99;99;99;2;3;5;5;5;1;4;2;2;9;9;9;2;3;3;2;2;2;2;3;0;3;1;0;2;3;0;2;9;0;9;0;9;0;0;3;1;0;2;2;2;1;2;3;1;1;3;9;9;3;2;0;2;0;1;0;7;7;7;7;2;0;7;7;7;8;;0;0;23;;3;;13;;2;0;4;1;1;1;1;2;5;4;4;3;1;1;1;1;1;1;1;2;1;1;1;3;1;1;99;99;99;99;0;0;0;1;4;1;0;;0;7;7;7;7;7;14;;4;;2;2;3;4;2;1;1;8;Germany;1;3;4;5;5;4;99;;99;99;3;3;3;3;3;0;9997;;1;1;0;1;4;4;1;1;5;1;11;2;7;18;;3;9997;;1;4:30:00 PM;40;2;4;;5;;1;8;1;0;0;0;0;0;0;2;1;2;1;1;2;TUN09;30;1;2;5;;48;;6;.90367085;.89999998;0;0;0;0;1;0;0;0;1;0;11106863;3;Kairouan Nord;35.751862;10.09236;ADM2;6295630|6255146|TN|03|11106863;Earth|Africa|Tunisia|Gouvernorat de Kairouan|Kairouan Nord;1;1
47613;TUN0877;33;32;4;1;1595;Kairouan Nord;;;;;El Jemâa Nord;22;110;1225840;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;1;0;1;;1;;1;;3;;9997;;9997;9997;2;1;3;1;4-May-15;5:03:00 PM;20;5;;2;4;4;4;3;4;0;0;0;0;0;7;0;0;0;0;0;3;4;2;4;4;2;1;3;4;4;3;4;3;0;0;3;2;1;3;0;0;1;0;0;0;0;0;2;0;1;2;3;1;3;1;3;1;1;0;0;0;0;2;2;2;99;1;Governance for the majority;Freedom of expression;Demonstration right;2;1;1;3;3;1;1;2;1;1;1;3;1;99;99;99;99;2;3;4;4;5;2;2;3;2;1;2;1;1;2;1;2;0;1;2;3;1;3;1;0;2;2;0;1;2;2;3;2;1;1;2;2;2;2;2;1;1;1;2;1;2;1;0;0;2;2;2;0;3;0;2;0;7;7;7;7;7;7;7;7;7;7;;1;0;20;;14;;11;;2;0;3;1;1;1;2;4;2;1;1;3;3;3;1;1;2;3;2;2;3;2;1;2;2;2;99;99;99;99;1;0;1;1;3;4;1;;0;7;7;7;7;7;17;;2;;3;3;1;4;2;2;2;1;;3;3;4;5;5;4;99;;99;99;3;3;3;3;3;1;9998;;1;1;1;1;4;4;1;1;5;0;1;7;7;18;;6;9999;;1;5:46:00 PM;43;1;4;;5;;1;8;1;0;0;0;0;0;0;1;1;1;1;1;1;TUN06;24;1;2;5;;48;;5;.90367085;.89999998;0;0;0;0;1;0;0;0;1;0;11106863;3;Kairouan Nord;35.751862;10.09236;ADM2;6295630|6255146|TN|03|11106863;Earth|Africa|Tunisia|Gouvernorat de Kairouan|Kairouan Nord;1;1
47614;TUN0878;33;32;4;1;1595;Kairouan Nord;;;;;El Jemâa Nord;22;110;1225840;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;1;0;1;;3;;9997;;9997;;9997;;9997;9997;1;2;2;1;4-May-15;5:15:00 PM;37;5;;2;1;4;4;3;4;0;0;0;0;3;2;3;4;4;0;0;4;4;3;3;0;3;2;3;4;4;1;1;1;0;0;1;3;7;3;0;0;0;0;0;0;0;0;0;0;7;7;3;1;3;3;3;1;0;0;0;0;0;1;1;1;99;1;Freedom;;;1;9996;9996;2;1;1;2;1;3;1;1;3;1;99;99;99;99;2;1;5;4;5;2;1;2;2;0;1;0;3;1;3;1;2;2;2;3;1;3;4;0;2;2;0;1;1;1;1;0;1;2;3;3;1;0;0;1;1;1;3;2;1;2;1;1;2;1;2;0;4;0;1;0;7;7;7;7;7;7;7;7;7;7;;1;1;1;;23;;6;;4;0;4;1;1;1;1;1;1;4;1;1;2;2;1;1;1;1;1;3;1;1;1;3;2;1;99;99;99;99;0;0;3;4;1;4;4;;0;7;7;7;7;7;2;;17;;2;2;4;2;4;3;0;3;;3;3;1;5;5;1;99;;99;99;1;1;1;1;4;0;9997;;1;1;0;1;4;3;3;1;2;0;2;1;3;18;;6;1583;;1;6:08:00 PM;53;2;4;;5;;1;8;4;0;0;0;0;0;1;1;1;1;1;1;1;TUN25;29;2;2;5;;48;;8;.90367085;.89999998;0;0;0;0;1;0;0;0;1;0;11106863;3;Kairouan Nord;35.751862;10.09236;ADM2;6295630|6255146|TN|03|11106863;Earth|Africa|Tunisia|Gouvernorat de Kairouan|Kairouan Nord;1;1
47615;TUN0879;33;32;4;1;1595;Kairouan Nord;;;;;El Jemâa Nord;22;110;1225840;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;1;0;3;;3;;3;;9997;;9997;;9997;9997;2;1;3;1;4-May-15;4:45:00 PM;35;5;;2;1;4;2;2;4;0;0;0;0;0;7;0;0;0;3;0;0;0;0;4;4;2;0;4;4;4;2;3;3;0;2;1;1;2;2;0;0;0;0;0;0;0;0;0;0;7;7;3;1;3;1;3;1;0;0;0;0;1;1;1;1;99;1;The rule for people;Freedom;The good living;2;1;5;3;2;1;1;1;3;3;1;4;1;99;99;99;99;2;3;5;5;5;1;1;2;2;9;2;9;1;3;3;2;0;2;2;3;0;3;2;1;3;2;0;0;1;1;0;1;1;1;0;2;0;1;1;1;1;2;1;3;1;3;1;1;3;1;7;7;3;0;1;0;4;1;7;7;3;0;0;7;7;10;;1;1;3;;33;High prices;20;;1;1;4;1;1;1;2;2;1;4;2;3;1;1;1;1;2;1;1;1;1;2;1;1;3;3;99;99;99;99;1;3;1;1;4;2;0;;3;0;0;0;0;2;19;Fear of consequences and problems;14;;2;3;2;4;4;1;1;1583;Malaysia;3;3;1;5;5;9;99;;99;99;3;3;1;2;2;1;1584;;1;1;1;1;4;4;1;1;5;3;11;4;8;18;;6;1584;;1;5:28:00 PM;43;1;4;;5;;1;8;1;0;0;0;0;0;0;1;1;1;1;1;1;TUN09;30;1;2;5;;48;;6;.90367085;.89999998;0;0;0;0;1;0;0;0;1;0;11106863;3;Kairouan Nord;35.751862;10.09236;ADM2;6295630|6255146|TN|03|11106863;Earth|Africa|Tunisia|Gouvernorat de Kairouan|Kairouan Nord;1;1
47616;TUN0880;33;32;4;1;1595;Kairouan Nord;;;;;El Jemâa Nord;22;110;1225840;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;1;0;2;;3;;7;;9997;;9997;;9997;9997;1;2;2;1;4-May-15;5:03:00 PM;35;5;;1;1;3;3;1;4;0;1;2;0;0;1;0;4;0;0;0;0;3;0;0;0;3;2;4;4;4;3;1;1;0;0;1;1;2;4;0;0;1;0;0;0;0;0;0;0;7;7;3;1;3;3;2;3;1;1;1;4;0;4;5;4;99;1;System;Freedom;Justice;12;1;6;3;3;3;4;1;3;4;1;3;1;99;99;99;99;1;2;4;4;3;2;3;1;3;3;3;3;1;1;1;3;0;1;1;3;9;3;1;0;3;3;0;0;0;0;0;0;0;0;0;2;2;2;3;2;3;1;9;3;3;1;0;0;9;5;2;0;3;0;1;0;4;0;7;7;7;7;7;7;7;4;;0;0;5;;9996;;9996;;1;1;1;1;1;1;1;4;1;2;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;99;99;99;99;0;1;2;2;4;2;2;;0;7;7;7;7;7;16;;9996;;2;2;1;4;2;0;0;1;;1;3;5;4;4;4;99;;99;99;4;4;1;1;4;0;9997;;1;1;1;1;3;0;1;1;4;1;11;2;8;18;;6;1585;;1;5:49:00 PM;46;2;4;;5;;1;7;4;0;0;0;0;0;0;2;2;3;3;3;2;TUN26;24;2;2;5;;48;;8;.90367085;.89999998;0;0;0;0;1;0;0;0;1;0;11106863;3;Kairouan Nord;35.751862;10.09236;ADM2;6295630|6255146|TN|03|11106863;Earth|Africa|Tunisia|Gouvernorat de Kairouan|Kairouan Nord;1;1
47617;TUN0881;33;32;4;1;1595;Kairouan Nord;;;;;Al Aghalba;21;111;1236984;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;0;9997;;9997;;9997;;9997;;9997;;9997;9997;2;1;2;1;4-May-15;6:24:00 PM;62;5;;2;2;3;4;2;4;0;0;0;0;0;7;0;1;0;1;0;4;4;3;0;0;3;2;4;4;4;3;3;1;0;0;3;2;1;4;1;0;1;1;2;2;0;0;0;0;2;1;3;1;3;2;3;3;0;2;1;0;0;1;4;2;99;1;Justice and equality;Freedom of expression;;6;1;9996;3;4;1;1;1;1;1;4;4;1;99;99;99;99;2;1;4;4;4;1;1;3;3;0;0;0;0;2;2;1;0;3;3;0;1;3;1;0;2;2;0;3;1;3;0;0;2;1;2;2;2;0;0;0;0;1;1;1;1;1;1;1;2;4;7;7;2;0;2;0;7;7;3;0;3;0;7;7;7;10;;1;1;3;;13;;20;;1;0;3;1;1;1;1;1;1;2;1;2;3;2;2;1;3;2;3;2;2;2;1;3;1;1;99;99;99;99;3;3;1;1;4;1;2;;1;0;0;0;0;1;2;;9996;;2;2;1;4;4;2;9;1;;3;2;2;6;4;4;99;;99;99;3;1;1;3;3;1;1580;;1;1;1;1;4;0;1;1;5;0;11;4;7;18;;6;9998;;8;7:06:00 PM;42;1;4;;5;;1;7;5;0;0;0;0;0;0;1;1;1;1;1;1;TUN26;24;2;2;5;;48;;8;.92584956;.93000001;0;0;0;0;1;0;0;0;1;0;11106863;3;Kairouan Nord;35.751862;10.09236;ADM2;6295630|6255146|TN|03|11106863;Earth|Africa|Tunisia|Gouvernorat de Kairouan|Kairouan Nord;1;1
